time_s,temperature_C
17.53,18.678
17.54,21.222
17.55,19.522
17.56,21.825
17.57,19.828
17.58,18.686
17.59,22.699
17.6,25.259
17.61,22.787
17.62,22.192
17.63,19.285
17.64,21.706
17.65,23.028
17.66,20.282
17.67,24.157
17.68,21.804
17.69,22.788
17.7,20.66
17.71,20.676
17.72,22.45
17.73,22.86
17.74,22.763
17.75,19.35
17.76,20.056
17.77,21.836
17.78,17.245
17.79,24.497
17.8,22.675
17.81,21.983
17.82,20.096
17.83,23.931
17.84,21.195
17.85,26.627
17.86,22.859
17.87,18.147
17.88,23.693
17.89,20.554
17.9,20.571
17.91,21.268
17.92,21.545
17.93,22.5
17.94,23.774
17.95,23.003
17.96,20.054
17.97,18.486
17.98,19.846
17.99,22.762
18.0,24.03
18.01,26.359
18.02,18.492
18.03,22.056
18.04,21.285
18.05,20.851
18.06,22.2
18.07,
18.08,21.188
18.09,20.237
18.1,22.843
18.11,24.492
18.12,25.937
18.13,20.538
18.14,19.217
18.15,21.196
18.16,19.765
18.17,24.426
18.18,19.804
18.19,
18.2,18.493
18.21,20.978
18.22,22.33
18.23,25.675
18.24,20.12
18.25,22.775
18.26,16.656
18.27,18.832
18.28,19.813
18.29,20.602
18.3,22.926
18.31,23.427
18.32,17.825
18.33,23.17
18.34,19.057
18.35,26.432
18.36,22.626
18.37,22.225
18.38,21.4
18.39,21.759
18.4,21.848
18.41,20.114
18.42,23.707
18.43,22.515
18.44,23.714
18.45,21.688
18.46,23.54
18.47,19.948
18.48,30.75
18.49,20.065
18.5,20.726
18.51,24.246
18.52,24.923
18.53,19.851
18.54,17.683
18.55,18.345
18.56,19.356
18.57,19.877
18.58,21.427
18.59,24.413
18.6,24.538
18.61,20.31
18.62,23.186
18.63,24.041
18.64,25.347
18.65,21.438
18.66,19.977
18.67,23.708
18.68,25.622
18.69,20.523
18.7,26.705
18.71,26.131
18.72,21.177
18.73,17.912
18.74,20.341
18.75,20.953
18.76,23.161
18.77,17.656
18.78,27.909
18.79,27.683
18.8,20.023
18.81,17.177
18.82,21.407
18.83,22.89
18.84,25.195
18.85,23.608
18.86,21.323
18.87,16.906
18.88,23.103
18.89,23.933
18.9,21.05
18.91,22.512
18.92,22.333
18.93,21.215
18.94,18.933
18.95,22.678
18.96,18.277
18.97,25.326
18.98,19.575
18.99,23.052
19.0,19.993
19.01,22.767
19.02,21.291
19.03,23.15
19.04,19.841
19.05,17.741
19.06,21.114
19.07,20.938
19.08,18.055
19.09,20.09
19.1,17.631
19.11,22.101
19.12,20.879
19.13,21.85
19.14,28.32
19.15,22.209
19.16,22.748
19.17,23.381
19.18,21.466
19.19,20.336
19.2,24.008
19.21,24.386
19.22,14.522
19.23,21.407
19.24,20.963
19.25,20.4
19.26,24.915
19.27,20.473
19.28,23.968
19.29,20.451
19.3,20.788
19.31,23.628
19.32,19.961
19.33,21.402
19.34,19.048
19.35,19.592
19.36,23.611
19.37,23.267
19.38,18.945
19.39,18.845
19.4,28.169
19.41,20.196
19.42,19.625
19.43,23.082
19.44,19.863
19.45,20.889
19.46,24.033
19.47,24.296
19.48,21.308
19.49,25.154
19.5,21.441
19.51,21.2
19.52,21.784
19.53,21.033
19.54,23.116
19.55,22.506
19.56,19.863
19.57,22.25
19.58,20.446
19.59,20.356
19.6,21.451
19.61,24.345
19.62,22.49
19.63,24.969
19.64,25.704
19.65,21.714
19.66,20.287
19.67,19.832
19.68,22.496
19.69,23.964
19.7,25.756
19.71,18.533
19.72,24.109
19.73,24.479
19.74,
19.75,22.274
19.76,21.728
19.77,18.012
19.78,19.865
19.79,19.052
19.8,19.288
19.81,19.566
19.82,17.983
19.83,21.585
19.84,22.783
19.85,23.723
19.86,21.582
19.87,24.464
19.88,24.489
19.89,18.032
19.9,21.145
19.91,18.706
19.92,19.382
19.93,22.29
19.94,21.518
19.95,25.491
19.96,26.951
19.97,22.885
19.98,21.358
19.99,21.474
